C11,C21,C31,C12,C22,C32,C13,C23,C33,dens
1.0988674,0.32966022,9.5233805e-09,0.32966022,1.0988674,1.048033e-08,9.5233803e-09,1.0480329e-08,0.38460359,1
1.0989011,0.32967033,2.6209281e-14,0.32967033,1.0989011,2.5927091e-14,2.6132096e-14,2.5838405e-14,0.38461538,1
0.27021095,0.054588851,-0.043195174,0.054588851,0.18467692,-0.044537357,-0.043195174,-0.044537357,0.054982173,0.4408
0.27021096,0.054588854,-0.043195175,0.054588854,0.18467693,-0.044537358,-0.043195175,-0.044537358,0.054982174,0.4408
0.27021154,0.054589162,-0.043195319,0.054589162,0.18467746,-0.044537521,-0.043195319,-0.044537521,0.054982232,0.4408
0.27026742,0.054618521,-0.043209009,0.054618521,0.18472826,-0.044553086,-0.043209009,-0.044553086,0.054987813,0.4408
0.27306632,0.056030464,-0.043874982,0.056030464,0.18739939,-0.04536709,-0.043874982,-0.04536709,0.055285615,0.4416
0.29013549,0.061196049,-0.04658323,0.061196049,0.19901665,-0.048968438,-0.04658323,-0.048968438,0.057623132,0.456
0.33458194,0.07053929,-0.050220092,0.07053929,0.22203226,-0.053298511,-0.050220092,-0.053298511,0.06536761,0.504
0.4150225,0.085256781,-0.052954893,0.085256781,0.25650891,-0.057807485,-0.052954893,-0.057807485,0.079680795,0.5736
0.51911306,0.10708474,-0.053594758,0.10708474,0.30784118,-0.062201165,-0.053594758,-0.062201165,0.10656772,0.6632
0.6389172,0.13905093,-0.04746949,0.13905093,0.39042053,-0.064158328,-0.04746949,-0.064158328,0.15630073,0.7512
0.82803572,0.19055917,-0.030640252,0.19055917,0.55896708,-0.057912317,-0.030640252,-0.057912317,0.23040312,0.8624
1.0255081,0.27547214,-0.0069350248,0.27547214,0.901764,-0.010201834,-0.0069350248,-0.010201834,0.33052142,0.9624
1.0987832,0.32963486,-4.0984755e-09,0.32963486,1.0987828,-2.9559037e-09,-4.098476e-09,-2.9559005e-09,0.38457401,1
1.0989011,0.32967033,2.6088482e-14,0.32967033,1.0989011,2.6280897e-14,2.6160717e-14,2.4944266e-14,0.38461538,1
1.0989011,0.32967033,2.6846462e-14,0.32967033,1.0989011,2.6886626e-14,2.6371853e-14,2.492914e-14,0.38461538,1
0.28847551,0.070527001,-0.048080349,0.070527001,0.28847567,-0.048080344,-0.048080349,-0.048080344,0.072284633,0.4984
0.28847551,0.070527002,-0.048080349,0.070527002,0.28847567,-0.048080344,-0.048080349,-0.048080344,0.072284633,0.4984
0.28847554,0.070527017,-0.048080359,0.070527017,0.28847571,-0.048080354,-0.048080359,-0.048080354,0.072284639,0.4984
0.28847852,0.070528484,-0.048081355,0.070528484,0.28847877,-0.048081366,-0.048081355,-0.048081366,0.072285146,0.4984
0.28875277,0.070663368,-0.048173176,0.070663368,0.2887617,-0.048174644,-0.048173176,-0.048174644,0.0723322,0.4984
0.29599525,0.074160003,-0.05057043,0.074160003,0.29624471,-0.05057907,-0.05057043,-0.05057907,0.073861125,0.5056
0.32095459,0.084501379,-0.055924822,0.084501379,0.32238598,-0.055792546,-0.055924822,-0.055792546,0.082552363,0.5336
0.3649954,0.10102346,-0.060531565,0.10102346,0.36907742,-0.060211948,-0.060531565,-0.060211948,0.10216575,0.588
0.43468907,0.12738033,-0.062060378,0.12738033,0.44401467,-0.061418486,-0.062060378,-0.061418486,0.13843505,0.6744
0.55021304,0.17082717,-0.05791293,0.17082717,0.5652943,-0.056543805,-0.05791293,-0.056543805,0.19177116,0.772
0.71651701,0.22862272,-0.045924139,0.22862272,0.74159253,-0.043362241,-0.045924139,-0.043362241,0.26524094,0.8648
1.0900177,0.32709542,-0.00020912118,0.32709542,1.0901898,-0.00021133934,-0.00020912118,-0.00021133934,0.38159974,1
1.0988979,0.32966937,-2.6493867e-11,0.32966937,1.0988979,-2.6140262e-11,-2.649328e-11,-2.6139825e-11,0.38461427,1
1.0989011,0.32967033,2.5435419e-14,0.32967033,1.0989011,2.6538775e-14,2.5859239e-14,2.5660319e-14,0.38461538,1
1.0989011,0.32967033,2.5601836e-14,0.32967033,1.0989011,2.6899682e-14,2.7389701e-14,2.7226901e-14,0.38461538,1
3.4275048e-09,1.0282454e-09,5.1489779e-15,1.0282451e-09,0.2140934,5.3866184e-15,5.880109e-15,5.9867999e-15,1.1996288e-09,0.2
3.4275049e-09,1.0282449e-09,5.7997735e-15,1.0282451e-09,0.21409383,6.9212318e-15,5.3317476e-15,5.4088426e-15,1.1996299e-09,0.2
3.427564e-09,1.0282625e-09,5.0843032e-15,1.0282622e-09,0.21413612,5.7958891e-15,5.1928095e-15,5.5205254e-15,1.1996497e-09,0.2
3.4500404e-09,1.0339646e-09,1.2748921e-14,1.0339647e-09,0.21736979,7.3983005e-13,1.3020655e-14,7.4069911e-13,1.2080923e-09,0.208
3.7609728e-09,1.1166557e-09,3.0683692e-13,1.1166552e-09,0.25257496,2.5981537e-12,3.0711817e-13,2.599419e-12,1.3201669e-09,0.2536
4.3259013e-09,1.2803181e-09,8.4046102e-13,1.2803181e-09,0.32511124,5.9396209e-13,8.4089052e-13,5.9418732e-13,1.5205535e-09,0.3304
5.1108449e-09,1.5114374e-09,1.6920013e-12,1.5114391e-09,0.3998969,-7.3727083e-13,1.6933839e-12,-7.3798644e-13,1.7984388e-09,0.4056
6.262445e-09,1.8517571e-09,2.3892985e-12,1.8517567e-09,0.47598667,-1.5113836e-12,2.3901327e-12,-1.5114044e-12,2.2048182e-09,0.48
8.0629687e-09,2.3834718e-09,2.1702634e-12,2.3834722e-09,0.55372754,-4.0122759e-12,2.1708167e-12,-4.0107315e-12,2.8400499e-09,0.5544
1.1347122e-08,3.3501523e-09,1.4559163e-12,3.3501527e-09,0.63313965,-4.4915783e-12,1.457577e-12,-4.4900485e-12,3.9980992e-09,0.6336
1.9449781e-08,5.7268617e-09,1.3063419e-12,5.726862e-09,0.713203,-1.2773557e-12,1.307538e-12,-1.2766812e-12,6.8648473e-09,0.7144
1.6356729e-07,4.7194559e-08,-5.7842369e-12,4.7194562e-08,0.79330764,5.7503923e-10,-5.7829545e-12,5.7503747e-10,5.6701229e-08,0.7944
0.0011601754,0.00035101197,-1.6582474e-07,0.00035101197,0.87327394,3.6903708e-06,-1.6582475e-07,3.6903708e-06,0.00040045202,0.8768
0.59391595,0.18104182,-0.00057527144,0.18104182,1.0076376,0.00023475957,-0.00057527144,0.00023475957,0.23559471,0.9592
1.0986785,0.32960358,-2.6533841e-09,0.32960358,1.0986798,-6.6544846e-09,-2.6533838e-09,-6.6544852e-09,0.3845375,1
0.22584759,0.019692027,1.0532731e-10,0.019692027,0.22581022,9.543468e-11,1.0532741e-10,9.5435925e-11,0.0070410536,0.3616
0.22584767,0.019692057,1.0182036e-08,0.019692057,0.22581029,9.2257109e-09,1.0182036e-08,9.2257108e-09,0.0070410666,0.3616
0.22585505,0.019694876,9.8197759e-07,0.019694876,0.22581666,8.8972834e-07,9.8197759e-07,8.8972834e-07,0.0070423263,0.3616
0.22648289,0.019935684,7.7110489e-05,0.019935684,0.22635764,6.9974477e-05,7.7110489e-05,6.9974477e-05,0.0071512437,0.3616
0.23604802,0.023747626,0.0005026257,0.023747626,0.23445615,0.0004515686,0.0005026257,0.0004515686,0.0090498101,0.3744
0.25701672,0.030416436,0.00059009783,0.030416436,0.25096525,0.00051521158,0.00059009783,0.00051521158,0.013922259,0.4024
0.28849924,0.039022446,0.00068122312,0.039022446,0.27423996,0.00053953024,0.00068122312,0.00053953024,0.023282266,0.4552
0.33502748,0.051684411,0.0010122344,0.051684411,0.30660315,0.00065326807,0.0010122344,0.00065326807,0.041547953,0.528
0.40671984,0.072263559,0.0017261465,0.072263559,0.35205191,0.0010475433,0.0017261465,0.0010475433,0.075544248,0.616
0.52995404,0.1080601,0.0030382548,0.1080601,0.41898314,0.001663175,0.0030382548,0.001663175,0.12987948,0.7168
0.6768029,0.16656523,0.0036252673,0.16656523,0.56219056,0.0022078394,0.0036252673,0.0022078394,0.20201498,0.8168
0.8351987,0.23334634,0.0028303432,0.23334634,0.7468653,0.0020844761,0.0028303432,0.0020844761,0.2763959,0.8976
0.97672598,0.2886214,0.0015710296,0.2886214,0.93254409,0.0012434336,0.0015710296,0.0012434336,0.3369931,0.9568
1.0729293,0.32075983,0.00041112726,0.32075983,1.0657725,0.00037338621,0.00041112726,0.00037338621,0.37446163,0.9904
1.0988157,0.32964463,3.0870699e-08,0.32964463,1.0988156,2.8984008e-08,3.0870699e-08,2.8984009e-08,0.38458541,1
0.28800505,0.070131256,-0.048103479,0.070131256,0.28404338,-0.048227883,-0.048103479,-0.048227883,0.071851715,0.4984
0.28800505,0.070131256,-0.048103479,0.070131256,0.28404338,-0.048227883,-0.048103479,-0.048227883,0.071851715,0.4984
0.28800511,0.070131284,-0.048103499,0.070131284,0.28404343,-0.048227901,-0.048103499,-0.048227901,0.071851725,0.4984
0.28801132,0.070133973,-0.048105409,0.070133973,0.2840483,-0.048229608,-0.048105409,-0.048229608,0.071852655,0.4984
0.28856483,0.070371741,-0.048275039,0.070371741,0.28448227,-0.048381722,-0.048275039,-0.048381722,0.071936326,0.4984
0.2993536,0.074673049,-0.051147016,0.074673049,0.29265572,-0.051279687,-0.051147016,-0.051279687,0.07400818,0.5072
0.33255683,0.084747529,-0.0554976,0.084747529,0.31448806,-0.056817934,-0.0554976,-0.056817934,0.08316388,0.5392
0.3938608,0.10123551,-0.058840978,0.10123551,0.35084527,-0.061591647,-0.058840978,-0.061591647,0.10232162,0.5984
0.49354017,0.1275334,-0.059014525,0.1275334,0.40569905,-0.064425662,-0.059014525,-0.064425662,0.13508527,0.676
0.61498356,0.16412253,-0.053534924,0.16412253,0.48827912,-0.063787814,-0.053534924,-0.063787814,0.18448452,0.7672
0.81971166,0.21651704,-0.037349175,0.21651704,0.63791385,-0.055121212,-0.037349175,-0.055121212,0.25535543,0.8696
1.0638444,0.31403375,-0.0030786801,0.31403375,1.0412621,-0.0031236919,-0.0030786801,-0.0031236919,0.36740142,0.9816
1.098877,0.32966309,-1.352287e-09,0.32966309,1.098877,-1.1343367e-09,-1.3522876e-09,-1.1343362e-09,0.38460694,1
1.0989011,0.32967033,2.5802558e-14,0.32967033,1.0989011,2.7247485e-14,2.5796239e-14,2.5684542e-14,0.38461538,1
1.0989011,0.32967033,2.631537e-14,0.32967033,1.0989011,2.6485947e-14,2.4868528e-14,2.5053459e-14,0.38461538,1
0.14879685,0.044291136,-0.036273188,0.044291136,0.25909772,-0.035067123,-0.036273188,-0.035067123,0.042972186,0.3832
0.14879685,0.044291141,-0.03627319,0.044291141,0.25909773,-0.035067125,-0.03627319,-0.035067125,0.042972187,0.3832
0.14879775,0.044291582,-0.036273415,0.044291582,0.25909871,-0.035067308,-0.036273415,-0.035067308,0.042972256,0.3832
0.1488821,0.044333134,-0.036294679,0.044333134,0.25919116,-0.035084536,-0.036294679,-0.035084536,0.042978792,0.3832
0.15204597,0.04590326,-0.037128542,0.04590326,0.262802,-0.03572321,-0.037128542,-0.03572321,0.04326311,0.3864
0.16309035,0.05061458,-0.040281325,0.05061458,0.28238863,-0.037813006,-0.040281325,-0.037813006,0.045542512,0.4072
0.18393616,0.059125922,-0.044247233,0.059125922,0.33285683,-0.040946916,-0.044247233,-0.040946916,0.052036058,0.4664
0.21462026,0.072552164,-0.048742744,0.072552164,0.42021852,-0.043560099,-0.048742744,-0.043560099,0.063412925,0.5512
0.26055871,0.091988966,-0.053741142,0.091988966,0.52138788,-0.044912462,-0.053741142,-0.044912462,0.085585824,0.6384
0.33620363,0.12127196,-0.057619876,0.12127196,0.64191001,-0.039854943,-0.057619876,-0.039854943,0.13210077,0.7352
0.49652928,0.17147253,-0.055217571,0.17147253,0.81810173,-0.02589608,-0.055217571,-0.02589608,0.20866531,0.8464
0.8112203,0.25027356,-0.016769836,0.25027356,1.0001897,-0.0088067247,-0.016769836,-0.0088067247,0.30567757,0.9432
1.0984407,0.32953236,-4.6873735e-08,0.32953236,1.0984466,-7.0211371e-08,-4.6873734e-08,-7.0211372e-08,0.3844544,1
1.098901,0.32967031,2.6315067e-14,0.32967031,1.098901,2.5501154e-14,2.6122457e-14,2.6233175e-14,0.38461537,1
1.0989011,0.32967033,2.6457229e-14,0.32967033,1.0989011,2.4497881e-14,2.5874265e-14,2.6413e-14,0.38461538,1
0.21231122,0.06190314,-0.050161134,0.06190314,0.27886211,-0.048627992,-0.050161134,-0.048627992,0.064225428,0.4696
0.21231122,0.06190314,-0.050161134,0.06190314,0.27886211,-0.048627992,-0.050161134,-0.048627992,0.064225428,0.4696
0.21231124,0.06190315,-0.050161141,0.06190315,0.27886213,-0.048627997,-0.050161141,-0.048627997,0.064225431,0.4696
0.21231342,0.061904093,-0.050161824,0.061904093,0.27886392,-0.048628486,-0.050161824,-0.048628486,0.0642257,0.4696
0.21251593,0.061991747,-0.050225266,0.061991747,0.27903138,-0.048674046,-0.050225266,-0.048674046,0.064250817,0.4696
0.21862698,0.064719627,-0.052206508,0.064719627,0.28463955,-0.050101895,-0.052206508,-0.050101895,0.065195215,0.4744
0.24126798,0.073461673,-0.057455988,0.073461673,0.31365434,-0.054113228,-0.057455988,-0.054113228,0.071867754,0.5024
0.28334169,0.088922778,-0.062634303,0.088922778,0.38093764,-0.057507537,-0.062634303,-0.057507537,0.088678113,0.5704
0.35251245,0.11416013,-0.066556388,0.11416013,0.48419358,-0.056812326,-0.066556388,-0.056812326,0.12133741,0.6584
0.47871814,0.15488426,-0.065394375,0.15488426,0.60599951,-0.048864454,-0.065394375,-0.048864454,0.17516562,0.7616
0.75720724,0.21967856,-0.039415959,0.21967856,0.79841888,-0.020649019,-0.039415959,-0.020649019,0.25904923,0.88
1.0885954,0.32644715,-0.00034224433,0.32644715,1.0885554,-0.00026375646,-0.00034224433,-0.00026375646,0.38087826,0.9968
1.0988996,0.32966988,-9.3935281e-12,0.32966988,1.0988996,-7.1183413e-12,-9.3931562e-12,-7.1198711e-12,0.38461486,1
1.0989011,0.32967033,2.6866813e-14,0.32967033,1.0989011,2.5710026e-14,2.6176044e-14,2.6278271e-14,0.38461538,1
1.0989011,0.32967033,2.6014852e-14,0.32967033,1.0989011,2.736027e-14,2.619583e-14,2.5232643e-14,0.38461538,1
0.28722903,0.070921888,-0.048739171,0.070921888,0.28889097,-0.048689383,-0.048739171,-0.048689383,0.072957879,0.4984
0.28722903,0.070921888,-0.048739171,0.070921888,0.28889097,-0.048689383,-0.048739171,-0.048689383,0.072957879,0.4984
0.28722904,0.07092189,-0.048739172,0.07092189,0.28889097,-0.048689384,-0.048739172,-0.048689384,0.07295788,0.4984
0.28722936,0.070922042,-0.048739274,0.070922042,0.28889129,-0.048689484,-0.048739274,-0.048689484,0.072957942,0.4984
0.28726068,0.070936671,-0.048749088,0.070936671,0.28892263,-0.048699175,-0.048749088,-0.048699175,0.072963938,0.4984
0.28948563,0.071939445,-0.049428835,0.071939445,0.2911396,-0.049366845,-0.049428835,-0.049366845,0.073416387,0.5
0.3095677,0.080461559,-0.054061063,0.080461559,0.31143821,-0.053918397,-0.054061063,-0.053918397,0.079727017,0.524
0.3537327,0.096399254,-0.059362354,0.096399254,0.35650091,-0.059137747,-0.059362354,-0.059137747,0.097770785,0.576
0.43019585,0.1233124,-0.060709122,0.1233124,0.43502549,-0.06024848,-0.060709122,-0.06024848,0.13350394,0.6624
0.5542523,0.166937,-0.05547155,0.166937,0.56015761,-0.054650361,-0.05547155,-0.054650361,0.1870256,0.7656
0.77569798,0.23528281,-0.030964001,0.23528281,0.78128957,-0.028727954,-0.030964001,-0.028727954,0.27247306,0.8624
1.0986763,0.32960289,-1.7118881e-08,0.32960289,1.0986763,-1.3167554e-08,-1.711888e-08,-1.3167554e-08,0.3845367,1
1.0989011,0.32967032,2.5065331e-14,0.32967032,1.0989011,2.6579671e-14,2.6121338e-14,2.4958097e-14,0.38461538,1
1.0989011,0.32967033,2.6196657e-14,0.32967033,1.0989011,2.6110925e-14,2.6491993e-14,2.5482539e-14,0.38461538,1
1.0989011,0.32967033,2.5303912e-14,0.32967033,1.0989011,2.4994862e-14,2.6472981e-14,2.4712322e-14,0.38461538,1
0.22565702,0.019465269,9.6614878e-06,0.019465269,0.222942,9.4674916e-06,9.6614878e-06,9.4674916e-06,0.0068999432,0.3616
0.22565704,0.019465278,9.6696261e-06,0.019465278,0.22294202,9.4745526e-06,9.6696261e-06,9.4745526e-06,0.0068999474,0.3616
0.22565944,0.019466217,1.0455849e-05,0.019466217,0.22294396,1.01567e-05,1.0455849e-05,1.01567e-05,0.0069003517,0.3616
0.22587442,0.019550926,8.1365572e-05,0.019550926,0.22311816,7.1756732e-05,8.1365572e-05,7.1756732e-05,0.0069372803,0.3616
0.23051616,0.021361565,0.0014435958,0.021361565,0.22674551,0.0012345675,0.0014435958,0.0012345675,0.0078846264,0.3672
0.24762946,0.026682965,0.0025390303,0.026682965,0.23866657,0.0020143601,0.0025390303,0.0020143601,0.011397501,0.3896
0.28070558,0.034633434,0.0029829053,0.034633434,0.25828914,0.0020947949,0.0029829053,0.0020947949,0.01894605,0.4384
0.33724188,0.047131378,0.0044492099,0.047131378,0.28698931,0.0021784809,0.0044492099,0.0021784809,0.03440174,0.5184
0.43124338,0.069366004,0.0080377733,0.069366004,0.33017683,0.0034450295,0.0080377733,0.0034450295,0.064585211,0.6104
0.54706386,0.10220822,0.014612484,0.10220822,0.39348559,0.0059010025,0.014612484,0.0059010025,0.1156697,0.7144
0.74028345,0.15985238,0.019223081,0.15985238,0.51485422,0.0072839067,0.019223081,0.0072839067,0.1941618,0.828
0.97518835,0.25416201,0.01037507,0.25416201,0.80404979,0.0060274309,0.01037507,0.0060274309,0.30890925,0.9432
1.0965524,0.32891054,3.7595551e-05,0.32891054,1.0963217,2.5178548e-05,3.7595551e-05,2.5178548e-05,0.38372977,1
1.0989008,0.32967024,7.5082316e-13,0.32967024,1.0989008,4.9920378e-13,7.5034263e-13,4.9971841e-13,0.38461528,1
1.0989011,0.32967033,2.519281e-14,0.32967033,1.0989011,2.614624e-14,2.4547936e-14,2.600919e-14,0.38461538,1
0.22584189,0.019685549,1.1261392e-10,0.019685549,0.22572961,1.0074921e-10,1.1261418e-10,1.0075109e-10,0.007037078,0.3616
0.22584193,0.019685565,1.0886691e-08,0.019685565,0.22572965,9.7396684e-09,1.0886691e-08,9.7396688e-09,0.0070370849,0.3616
0.22584585,0.019687087,1.0511897e-06,0.019687087,0.22573299,9.4042309e-07,1.0511897e-06,9.4042309e-07,0.007037757,0.3616
0.2261897,0.019821198,9.0811927e-05,0.019821198,0.22602527,8.1261748e-05,9.0811927e-05,8.1261748e-05,0.0070977454,0.3616
0.23299897,0.022511768,0.0011202004,0.022511768,0.2316834,0.00099702859,0.0011202004,0.00099702859,0.0084565533,0.3704
0.25264665,0.028904248,0.0014721446,0.028904248,0.24668503,0.0012569381,0.0014721446,0.0012569381,0.012778583,0.3976
0.28432641,0.037286911,0.0016941032,0.037286911,0.26873187,0.0013033972,0.0016941032,0.0013033972,0.02138749,0.4472
0.33361456,0.049916369,0.0025119253,0.049916369,0.30020036,0.0015040645,0.0025119253,0.0015040645,0.038699256,0.52
0.41330989,0.071403419,0.0044258129,0.071403419,0.34586929,0.0024401202,0.0044258129,0.0024401202,0.071863722,0.6096
0.5341589,0.10673923,0.0079942843,0.10673923,0.41340002,0.00405742,0.0079942843,0.00405742,0.12585077,0.716
0.69556058,0.16582998,0.0093585902,0.16582998,0.54945877,0.0049829128,0.0093585902,0.0049829128,0.20246784,0.82
0.8860909,0.24394906,0.0066524237,0.24394906,0.76950007,0.00450381,0.0066524237,0.00450381,0.2912429,0.9152
1.0391295,0.3071901,0.0024578154,0.3071901,1.0077894,0.0019822358,0.0024578154,0.0019822358,0.3595385,0.9768
1.0980921,0.32942148,4.994506e-06,0.32942148,1.098074,4.3884981e-06,4.994506e-06,4.3884981e-06,0.38432536,1
1.098901,0.3296703,1.0420697e-13,0.3296703,1.098901,9.5216669e-14,1.0423403e-13,9.4473618e-14,0.38461535,1
0.19250283,0.056996297,-0.04638186,0.056996297,0.27300798,-0.045023158,-0.04638186,-0.045023158,0.057878601,0.4408
0.19250283,0.056996297,-0.046381861,0.056996297,0.27300798,-0.045023158,-0.046381861,-0.045023158,0.057878601,0.4408
0.19250294,0.056996353,-0.046381894,0.056996353,0.27300811,-0.045023185,-0.046381894,-0.045023185,0.057878615,0.4408
0.19251298,0.057001736,-0.046385076,0.057001736,0.27302072,-0.045025751,-0.046385076,-0.045025751,0.057879951,0.4408
0.19332422,0.057425432,-0.046642641,0.057425432,0.2740529,-0.045226889,-0.046642641,-0.045226889,0.057990514,0.4408
0.20227863,0.061537977,-0.049664893,0.061537977,0.29108927,-0.046938079,-0.049664893,-0.046938079,0.059815664,0.4592
0.22057145,0.069223227,-0.054505972,0.069223227,0.35124197,-0.048860204,-0.054505972,-0.048860204,0.065942294,0.5104
0.25076546,0.082639686,-0.05933003,0.082639686,0.44171685,-0.050779657,-0.05933003,-0.050779657,0.077642876,0.5816
0.29570398,0.10091854,-0.064535965,0.10091854,0.53973442,-0.051768447,-0.064535965,-0.051768447,0.0974966,0.6592
0.36872843,0.12613842,-0.068317145,0.12613842,0.654277,-0.047469311,-0.068317145,-0.047469311,0.13441173,0.7456
0.51873938,0.16732695,-0.058535774,0.16732695,0.80009722,-0.032926507,-0.058535774,-0.032926507,0.20103685,0.8408
0.82751432,0.25471031,-0.0096318215,0.25471031,0.97774461,-0.0080853216,-0.0096318215,-0.0080853216,0.30583152,0.9416
1.0941678,0.3282624,-4.6379367e-05,0.3282624,1.0947422,-5.7423442e-05,-4.6379367e-05,-5.7423442e-05,0.3829863,0.9984
1.0989005,0.32967015,-8.4621722e-13,0.32967015,1.0989005,-1.0522997e-12,-8.455764e-13,-1.0513975e-12,0.38461517,1
1.0989011,0.32967033,2.568271e-14,0.32967033,1.0989011,2.5299649e-14,2.603223e-14,2.5789927e-14,0.38461538,1
2.7349083e-05,1.431572e-05,-1.6302421e-05,1.431572e-05,0.21542224,-1.3506342e-05,-1.6302421e-05,-1.3506342e-05,1.6411322e-05,0.204
2.7349098e-05,1.431575e-05,-1.6302435e-05,1.431575e-05,0.2154223,-1.350637e-05,-1.6302435e-05,-1.350637e-05,1.6411336e-05,0.204
2.7350579e-05,1.4318633e-05,-1.6303784e-05,1.4318633e-05,0.21542867,-1.350905e-05,-1.6303784e-05,-1.350905e-05,1.641267e-05,0.204
2.7483053e-05,1.4562853e-05,-1.6424303e-05,1.4562853e-05,0.21597824,-1.3736663e-05,-1.6424303e-05,-1.3736663e-05,1.6531822e-05,0.2056
3.0110258e-05,1.7562837e-05,-1.8659652e-05,1.7562837e-05,0.22501565,-1.6517202e-05,-1.8659652e-05,-1.6517202e-05,1.8742252e-05,0.2216
3.6100603e-05,2.1502038e-05,-2.2642796e-05,2.1502038e-05,0.26696778,-1.9952133e-05,-2.2642796e-05,-1.9952133e-05,2.2743007e-05,0.2832
4.4389856e-05,2.561926e-05,-2.7410226e-05,2.561926e-05,0.34603124,-2.3088885e-05,-2.7410226e-05,-2.3088885e-05,2.7606762e-05,0.3704
5.7712072e-05,3.2241791e-05,-3.4712984e-05,3.2241791e-05,0.42997938,-2.7956337e-05,-3.4712984e-05,-2.7956337e-05,3.5180583e-05,0.4624
8.2962636e-05,4.3876695e-05,-4.7299788e-05,4.3876695e-05,0.51909204,-3.577787e-05,-4.7299788e-05,-3.577787e-05,4.8849888e-05,0.5592
0.00015309907,7.1337476e-05,-7.4198947e-05,7.1337476e-05,0.61671093,-4.9741687e-05,-7.4198947e-05,-4.9741687e-05,8.4016964e-05,0.6608
0.0015480201,0.00049313233,-0.00016759973,0.00049313233,0.72952084,-5.3781445e-05,-0.00016759973,-5.3781445e-05,0.00056956433,0.7672
0.27709985,0.087072308,-0.0020958726,0.087072308,0.87352817,0.005450187,-0.0020958726,0.005450187,0.11346127,0.8768
0.93874444,0.28683962,-0.0023469684,0.28683962,1.0425933,-0.0027484349,-0.0023469684,-0.0027484349,0.34239061,0.9712
1.0986266,0.32958802,-1.2967773e-07,0.32958802,1.0986297,-1.8780471e-07,-1.2967773e-07,-1.8780471e-07,0.3845194,1
1.0989011,0.32967032,2.358796e-14,0.32967032,1.0989011,2.2900587e-14,2.4370255e-14,2.4094821e-14,0.38461537,1
0.2788643,0.06190324,-0.048627979,0.06190324,0.21231144,-0.050161184,-0.048627979,-0.050161184,0.064225531,0.4696
0.2788643,0.06190324,-0.048627979,0.06190324,0.21231144,-0.050161184,-0.048627979,-0.050161184,0.064225531,0.4696
0.27886431,0.061903245,-0.048627981,0.061903245,0.21231145,-0.050161187,-0.048627981,-0.050161187,0.064225533,0.4696
0.27886524,0.061903687,-0.048628202,0.061903687,0.21231243,-0.050161502,-0.048628202,-0.050161502,0.06422567,0.4696
0.27895391,0.061945685,-0.048649208,0.061945685,0.21240543,-0.050191439,-0.048649208,-0.050191439,0.064238737,0.4696
0.28339727,0.06388189,-0.049581265,0.06388189,0.21655891,-0.051585966,-0.049581265,-0.051585966,0.064939541,0.4736
0.31667623,0.071643534,-0.052642409,0.071643534,0.23573171,-0.057093424,-0.052642409,-0.057093424,0.070528349,0.5104
0.39782493,0.086595434,-0.055187421,0.086595434,0.2731872,-0.062729182,-0.055187421,-0.062729182,0.08513754,0.576
0.49954052,0.10930106,-0.055197922,0.10930106,0.33484459,-0.068156358,-0.055197922,-0.068156358,0.11246223,0.6608
0.61792562,0.14440102,-0.048271257,0.14440102,0.44811002,-0.069580199,-0.048271257,-0.069580199,0.16221988,0.7544
0.77826834,0.20770861,-0.028407794,0.20770861,0.73405274,-0.041724162,-0.028407794,-0.041724162,0.24493574,0.8752
1.0414628,0.31057922,-0.0049871464,0.31057922,1.0439241,-0.0058138686,-0.0049871464,-0.0058138686,0.36369117,0.98
1.0988598,0.32965794,-8.2819877e-09,0.32965794,1.0988598,-1.0677654e-08,-8.2819876e-09,-1.0677653e-08,0.38460094,1
1.0989011,0.32967033,2.6573394e-14,0.32967033,1.0989011,2.5155681e-14,2.4184783e-14,2.5061069e-14,0.38461538,1
1.0989011,0.32967033,2.6639292e-14,0.32967033,1.0989011,2.7311742e-14,2.6668476e-14,2.6634352e-14,0.38461538,1
0.20365541,0.056687526,-0.048750742,0.056687526,0.20365252,-0.048750717,-0.048750742,-0.048750717,0.059861551,0.4408
0.20365541,0.056687526,-0.048750742,0.056687526,0.20365252,-0.048750717,-0.048750742,-0.048750717,0.059861551,0.4408
0.20365542,0.056687529,-0.048750744,0.056687529,0.20365253,-0.048750719,-0.048750744,-0.048750719,0.059861552,0.4408
0.20365625,0.056687782,-0.048750949,0.056687782,0.20365332,-0.048750918,-0.048750949,-0.048750918,0.059861645,0.4408
0.2037362,0.056711923,-0.048770497,0.056711923,0.20372883,-0.048769915,-0.048770497,-0.048769915,0.059870536,0.4408
0.20788307,0.057995794,-0.04976664,0.057995794,0.20766781,-0.049751705,-0.04976664,-0.049751705,0.060385142,0.4408
0.23705434,0.066238564,-0.054536799,0.066238564,0.2348163,-0.054727904,-0.054536799,-0.054727904,0.066741833,0.4616
0.30569708,0.082382814,-0.058338695,0.082382814,0.29793313,-0.058929703,-0.058338695,-0.058929703,0.08703109,0.5344
0.41800943,0.11340171,-0.058446,0.11340171,0.40841057,-0.059720757,-0.058446,-0.059720757,0.12585123,0.6552
0.55873287,0.15908407,-0.057310728,0.15908407,0.5532841,-0.059477473,-0.057310728,-0.059477473,0.18631081,0.768
0.76686962,0.22640461,-0.061102794,0.22640461,0.77314103,-0.064056906,-0.061102794,-0.064056906,0.27911346,0.9032
1.0894511,0.32679477,-0.00045860764,0.32679477,1.0896881,-0.00049565531,-0.00045860764,-0.00049565531,0.38133953,0.9976
